city,timestamp,avg_speed_kmph,traffic_volume
Berlin,2024-06-05,5,2675
London,2024-07-09,15,1739
NYC,2024-07-17,5,707
,2024-07-03,15,1881
Berlin,2024-07-25,5,3582
,2024-06-05,30,4412
NYC,2024-06-12,5,1967
NYC,2024-07-18,5,2448
NYC,2024-07-06,60,3018
NYC,2024-06-20,5,3095
NYC,2024-06-16,60,429
Berlin,2024-07-01,5,2684
NYC,2024-07-08,5,3958
London,2024-06-04,15,87
NYC,2024-07-19,5,4461
London,2024-07-19,60,2601
,2024-07-15,15,2959
,2024-06-10,60,4770
,2024-07-27,30,1942
London,2024-07-04,5,609
Bangalore,2024-07-04,30,573
Berlin,2024-07-29,,3509
Bangalore,2024-07-19,30,1427
Berlin,2024-07-14,15,3728
,2024-06-13,60,52
London,2024-06-24,5,872
NYC,2024-06-20,60,2522
London,2024-07-27,5,4225
London,2024-06-14,30,4361
NYC,2024-07-18,30,4413
Bangalore,2024-07-01,5,1000
,2024-06-01,15,777
Bangalore,2024-07-03,30,4733
,2024-06-17,15,4542
London,2024-07-21,15,4747
Bangalore,2024-06-22,60,618
,2024-06-28,30,3813
Bangalore,2024-07-30,60,1255
Berlin,2024-06-24,5,3522
London,2024-07-06,30,188
,2024-06-20,30,2005
Berlin,2024-06-26,5,3755
London,2024-06-07,30,4208
NYC,2024-07-19,60,218
NYC,2024-06-01,5,260
London,2024-06-09,30,4243
London,2024-07-24,30,3948
NYC,2024-06-24,5,1389
London,2024-06-24,5,2521
Bangalore,2024-07-07,15,509
,2024-07-30,30,3655
Bangalore,2024-06-03,5,4086
,2024-06-26,15,4899
NYC,2024-06-02,5,1058
Bangalore,2024-06-17,15,3664
Berlin,2024-07-02,30,3369
Berlin,2024-07-29,5,3904
Bangalore,2024-07-03,15,3646
,2024-07-23,5,1388
Bangalore,2024-07-26,60,853
London,2024-07-21,5,4155
Berlin,2024-07-29,60,1545
NYC,2024-06-28,30,1474
NYC,2024-07-30,30,1694
Berlin,2024-06-19,30,4538
NYC,2024-06-28,30,2740
,2024-07-19,60,2919
London,2024-07-13,30,2815
Berlin,2024-06-26,60,4387
,2024-06-28,5,2917
Bangalore,2024-07-06,60,1725
London,2024-07-20,60,1824
Bangalore,2024-06-26,30,2475
NYC,2024-06-08,5,4322
,2024-06-02,180,1657
Berlin,2024-07-04,5,3034
London,2024-07-04,30,1457
Berlin,2024-06-06,15,3977
,2024-06-26,180,4840
Berlin,2024-07-02,30,3445
NYC,2024-06-07,15,3256
NYC,2024-07-04,15,1844
Berlin,2024-06-30,5,4231
Berlin,2024-06-05,60,1290
,2024-07-01,15,3074
,2024-06-07,30,2900
NYC,2024-07-04,5,1716
London,2024-06-03,30,3247
,2024-07-12,5,3448
,2024-07-23,30,2296
NYC,2024-07-13,15,1866
,2024-06-21,5,2390
NYC,2024-06-19,180,1254
NYC,2024-06-12,5,671
,2024-06-18,5,587
NYC,2024-07-27,30,516
London,2024-07-23,5,4304
Berlin,2024-07-04,15,2819
,2024-07-10,30,373
NYC,2024-06-30,5,3243
,2024-06-11,15,283
NYC,2024-06-14,15,1568
NYC,2024-06-10,15,2122
Berlin,2024-06-23,5,1170
London,2024-06-14,60,4388
NYC,2024-06-16,30,836
,2024-07-27,15,4780
Bangalore,2024-06-25,15,4693
,2024-06-14,60,1300
London,2024-07-13,5,4229
London,2024-07-17,15,135
,2024-07-21,5,2986
Berlin,2024-06-06,30,4725
,2024-07-12,60,4136
Berlin,2024-07-18,60,2033
NYC,2024-07-28,15,2890
,2024-06-01,5,1927
Bangalore,2024-06-24,30,1925
,2024-07-02,60,1742
,2024-06-29,180,982
,2024-06-22,30,4987
London,2024-06-17,5,4184
,2024-07-25,60,2944
Berlin,2024-06-07,60,3146
Berlin,2024-07-10,30,2858
Bangalore,2024-07-29,30,4115
Berlin,2024-06-18,60,2813
Berlin,2024-07-22,60,4622
Berlin,2024-07-04,60,1518
Bangalore,2024-06-13,30,2315
London,2024-07-20,30,2411
Bangalore,2024-06-15,15,1935
NYC,2024-06-04,5,2893
London,2024-06-02,15,2325
London,2024-06-29,30,903
Berlin,2024-06-11,15,2222
NYC,2024-07-22,5,111
London,2024-07-09,180,551
,2024-06-04,15,2636
Bangalore,2024-07-06,5,4056
,2024-06-07,5,1280
,2024-07-01,30,3014
Berlin,2024-06-23,180,1152
,2024-07-04,30,4543
London,2024-06-27,15,1182
Bangalore,2024-06-09,15,1862
,2024-06-09,15,2504
Bangalore,2024-07-27,15,1715
NYC,2024-06-05,15,4300
Bangalore,2024-07-26,15,2847
NYC,2024-06-19,60,4478
Bangalore,2024-06-15,30,3050
Bangalore,2024-06-23,30,551
Bangalore,2024-06-28,5,148
,2024-06-12,60,1456
,2024-07-11,15,632
London,2024-06-19,30,620
,2024-06-25,60,3477
London,2024-06-02,60,981
Berlin,2024-07-02,30,2217
Berlin,2024-07-04,30,4189
London,2024-06-22,60,525
NYC,2024-07-22,30,2172
Bangalore,2024-06-25,30,4111
London,2024-07-13,15,3266
Berlin,2024-07-04,30,677
Bangalore,2024-07-14,15,1742
Bangalore,2024-07-09,5,303
Bangalore,2024-07-10,15,2529
NYC,2024-06-10,5,3161
London,2024-07-06,60,3047
NYC,2024-07-14,15,1412
,2024-06-26,60,2150
London,2024-07-27,,1120
Bangalore,2024-06-13,5,3321
,2024-07-01,5,2027
London,2024-06-22,30,332
,2024-06-09,15,4668
NYC,2024-06-18,30,217
NYC,2024-07-01,15,1991
London,2024-06-10,15,977
,2024-06-21,15,3349
London,2024-06-09,60,3902
Bangalore,2024-07-26,5,1565
,2024-06-19,15,624
,2024-06-25,30,4868
Berlin,2024-07-15,,1494
Bangalore,2024-07-21,5,3325
London,2024-06-12,5,4303
,2024-06-06,30,4127
NYC,2024-06-06,15,2463
Bangalore,2024-07-28,30,4032
,2024-07-06,60,4733
,2024-07-17,15,2360
,2024-07-11,30,3390
Bangalore,2024-06-23,30,2770
NYC,2024-07-12,5,3142
Bangalore,2024-06-04,60,598
,2024-07-12,5,4741
Bangalore,2024-07-30,15,2669
,2024-07-05,30,4272
NYC,2024-07-12,60,3262
Berlin,2024-06-09,5,3640
Berlin,2024-07-22,60,1374
NYC,2024-07-13,15,4859
NYC,2024-06-25,15,2296
NYC,2024-06-05,15,2325
NYC,2024-06-15,15,969
NYC,2024-07-14,30,2620
Bangalore,2024-06-16,30,1141
Berlin,2024-07-23,5,3385
NYC,2024-07-10,30,3159
NYC,2024-07-23,60,3492
Bangalore,2024-07-26,30,2089
London,2024-07-13,5,676
London,2024-06-15,60,1442
NYC,2024-06-04,30,1265
NYC,2024-07-02,30,2256
Berlin,2024-07-06,60,453
Berlin,2024-07-28,15,1757
,2024-06-07,5,4292
London,2024-06-25,15,2286
London,2024-06-06,15,4821
Berlin,2024-07-22,,1445
Berlin,2024-06-10,15,3294
London,2024-07-26,5,769
London,2024-07-28,15,1030
NYC,2024-06-24,15,232
,2024-06-30,30,4843
Bangalore,2024-07-19,5,1170
Bangalore,2024-07-27,15,2029
,2024-07-20,30,694
Bangalore,2024-07-24,60,1789
NYC,2024-06-14,15,3224
Bangalore,2024-07-22,30,579
Bangalore,2024-06-06,15,3605
,2024-06-22,30,2993
NYC,2024-07-10,30,1297
,2024-06-01,30,3655
Berlin,2024-06-28,15,4417
Berlin,2024-07-27,5,739
,2024-06-11,15,4228
Berlin,2024-07-27,30,1185
Bangalore,2024-06-18,60,3024
,2024-06-12,60,2372
Bangalore,2024-07-19,5,1069
NYC,2024-07-26,60,1231
London,2024-06-23,5,2061
Berlin,2024-06-11,60,2600
NYC,2024-07-28,,2878
NYC,2024-07-11,15,4314
,2024-06-14,60,2520
London,2024-06-18,15,1878
,2024-07-25,15,280
London,2024-07-21,15,2118
NYC,2024-06-01,30,1734
NYC,2024-07-23,15,1683
,2024-07-20,15,1679
NYC,2024-06-13,30,1087
Bangalore,2024-06-26,30,710
NYC,2024-07-22,5,4488
,2024-07-16,60,3427
NYC,2024-07-12,15,4023
Bangalore,2024-07-28,60,4472
London,2024-06-12,5,2698
,2024-07-17,30,3753
Bangalore,2024-07-26,5,3862
London,2024-06-06,15,1326
NYC,2024-07-07,15,1558
,2024-07-18,15,3316
London,2024-07-03,60,2289
Bangalore,2024-07-14,30,4292
NYC,2024-07-28,15,2475
,2024-06-27,60,4367
Berlin,2024-06-02,5,3490
NYC,2024-07-28,15,1836
Berlin,2024-07-17,30,1082
London,2024-07-17,5,2053
Berlin,2024-07-12,30,3676
,2024-07-29,5,3115
,2024-06-14,15,78
Bangalore,2024-07-01,30,1921
NYC,2024-06-23,5,2256
NYC,2024-06-12,30,967
London,2024-06-24,30,181
Bangalore,2024-06-19,15,353
,2024-07-08,15,3424
Berlin,2024-06-04,60,2736
Bangalore,2024-06-04,30,3269
NYC,2024-06-17,5,1326
Bangalore,2024-07-21,15,3579
Berlin,2024-06-27,60,3823
NYC,2024-07-07,30,4509
Berlin,2024-07-25,15,2696
,2024-07-27,5,1705
Berlin,2024-06-04,,1304
NYC,2024-07-15,5,4307
,2024-06-10,60,3751
,2024-06-13,60,2135
,2024-06-18,180,3939
London,2024-07-05,5,2011
NYC,2024-07-07,15,815
Bangalore,2024-06-27,15,2875
Berlin,2024-07-08,30,2229
Bangalore,2024-07-22,60,3564
NYC,2024-06-26,5,3279
Bangalore,2024-07-30,30,2624
,2024-07-09,15,144
Berlin,2024-07-25,15,841
NYC,2024-06-05,15,4371
London,2024-06-11,30,4135
,2024-07-07,15,4320
Bangalore,2024-07-08,30,1534
NYC,2024-06-29,15,1758
London,2024-06-06,30,2980
Bangalore,2024-07-11,30,604
Bangalore,2024-07-11,15,2603
Bangalore,2024-06-24,15,1130
Berlin,2024-07-27,30,546
Bangalore,2024-07-19,5,3999
,2024-06-07,5,1030
NYC,2024-07-09,,4462
,2024-07-06,30,4470
Bangalore,2024-06-08,30,942
,2024-07-04,30,2214
Berlin,2024-06-27,15,2792
Berlin,2024-06-02,60,1479
Berlin,2024-06-17,5,3372
,2024-06-12,15,2980
NYC,2024-07-19,30,1716
Bangalore,2024-06-23,30,3020
London,2024-06-20,30,3466
,2024-06-22,5,4865
Berlin,2024-06-02,,2978
London,2024-06-02,30,2695
Berlin,2024-06-21,60,2640
London,2024-07-26,5,792
Bangalore,2024-07-03,15,3344
Berlin,2024-06-03,60,669
NYC,2024-06-05,5,3520
Bangalore,2024-06-16,30,3875
NYC,2024-07-18,30,612
London,2024-06-25,180,1585
Bangalore,2024-07-28,30,2079
,2024-06-20,5,1837
NYC,2024-06-08,5,1932
Berlin,2024-07-28,5,4863
,2024-06-20,30,3360
London,2024-06-03,60,1691
,2024-06-02,30,3406
NYC,2024-07-12,5,1752
NYC,2024-06-11,15,1364
London,2024-06-10,30,1710
,2024-06-27,5,4495
London,2024-06-05,30,2345
,2024-06-26,60,3798
NYC,2024-07-15,5,1130
London,2024-07-20,5,2277
Bangalore,2024-07-18,60,777
,2024-07-22,15,1934
London,2024-07-20,60,323
Berlin,2024-07-22,15,2089
,2024-06-18,30,901
,2024-07-19,15,3878
Berlin,2024-06-14,60,4154
London,2024-07-21,5,902
NYC,2024-06-01,5,1676
Bangalore,2024-07-30,30,3145
NYC,2024-06-04,5,3039
NYC,2024-07-22,30,1502
Bangalore,2024-06-01,15,3774
Berlin,2024-06-04,60,651
London,2024-06-04,30,2370
NYC,2024-07-19,15,1673
NYC,2024-06-23,60,3102
Bangalore,2024-06-24,180,1274
Bangalore,2024-06-01,60,361
London,2024-06-29,5,1606
Bangalore,2024-06-08,5,2928
Bangalore,2024-06-27,15,4206
London,2024-07-27,30,948
Bangalore,2024-07-25,15,4258
,2024-06-03,60,1515
London,2024-07-21,60,1382
NYC,2024-06-29,5,3872
London,2024-06-06,5,3900
London,2024-07-03,15,4350
,2024-06-05,5,4678
Bangalore,2024-07-21,15,3946
Bangalore,2024-06-07,30,266
NYC,2024-07-10,60,3981
,2024-07-16,5,3373
,2024-06-09,5,1519
London,2024-07-02,30,4806
London,2024-06-11,15,2835
Berlin,2024-06-29,15,2614
Berlin,2024-06-08,15,4556
NYC,2024-07-17,15,4904
NYC,2024-06-17,5,4172
London,2024-07-29,15,561
London,2024-06-03,5,746
Bangalore,2024-07-15,15,3457
NYC,2024-07-22,60,3685
Bangalore,2024-06-20,60,3852
NYC,2024-06-18,180,1595
,2024-06-06,5,94
Berlin,2024-06-16,5,4019
,2024-06-07,30,2234
London,2024-07-19,15,873
NYC,2024-07-28,15,2737
NYC,2024-06-09,15,2386
London,2024-07-22,5,4849
NYC,2024-07-20,5,1765
London,2024-06-20,30,1982
London,2024-07-07,15,2471
,2024-07-10,30,4240
NYC,2024-06-19,30,3046
,2024-06-01,5,4775
Bangalore,2024-06-29,60,3434
Berlin,2024-06-04,15,1991
London,2024-07-21,30,1637
NYC,2024-06-21,30,1833
NYC,2024-07-23,5,2124
,2024-07-01,5,4407
Bangalore,2024-07-28,5,1686
London,2024-07-12,15,2928
Berlin,2024-07-21,30,4579
Berlin,2024-06-25,15,3672
Berlin,2024-07-20,5,2755
NYC,2024-06-02,5,2012
NYC,2024-07-29,5,2222
NYC,2024-06-30,30,3185
NYC,2024-06-01,,2849
London,2024-07-29,5,1026
,2024-06-09,5,4111
,2024-06-28,60,3458
NYC,2024-07-07,15,4834
,2024-07-07,5,3048
NYC,2024-07-30,15,3723
Berlin,2024-06-21,15,2055
Berlin,2024-06-28,60,4955
Berlin,2024-06-23,15,3698
Berlin,2024-07-09,60,3517
,2024-07-11,15,2341
Berlin,2024-07-16,30,4887
NYC,2024-07-29,5,688
London,2024-06-09,5,2944
,2024-06-07,30,772
Bangalore,2024-07-21,5,766
Bangalore,2024-07-08,5,3157
,2024-07-22,15,1612
Berlin,2024-07-23,30,2905
London,2024-06-11,15,110
Berlin,2024-06-27,5,1047
London,2024-07-03,5,2703
NYC,2024-06-04,30,336
,2024-07-26,15,3341
Bangalore,2024-06-06,5,1289
Bangalore,2024-06-10,5,411
,2024-07-09,5,3236
,2024-06-30,30,342
NYC,2024-07-15,5,4325
Bangalore,2024-07-06,5,3667
Bangalore,2024-07-25,5,913
Bangalore,2024-07-10,5,4022
,2024-06-26,30,3769
,2024-07-12,30,4443
London,2024-06-12,15,2627
Bangalore,2024-06-28,30,4692
Bangalore,2024-06-06,60,1352
Berlin,2024-07-23,30,4586
,2024-06-16,15,2151
Bangalore,2024-06-10,15,375
NYC,2024-07-13,30,1645
,2024-06-15,60,2547
NYC,2024-06-18,15,1789
NYC,2024-06-29,15,4337
,2024-06-03,30,2176
,2024-07-14,15,4812
London,2024-07-23,15,3093
Bangalore,2024-07-27,180,3704
NYC,2024-06-16,5,177
Berlin,2024-06-28,60,2940
London,2024-07-10,60,3705
Bangalore,2024-07-15,30,1048
London,2024-07-21,60,1662
London,2024-07-28,30,4358
NYC,2024-06-28,30,1159
,2024-07-12,5,482
NYC,2024-07-14,15,2233
Bangalore,2024-06-13,15,2547
London,2024-07-23,5,1370
Bangalore,2024-06-02,30,992
London,2024-07-12,15,3783
Bangalore,2024-06-23,5,2196
Berlin,2024-07-25,5,4615
NYC,2024-06-06,5,3359
London,2024-06-07,60,3698
NYC,2024-07-17,15,3381
NYC,2024-06-10,30,1448
London,2024-06-17,60,2466
Bangalore,2024-06-26,30,4404
Bangalore,2024-06-14,15,1639
NYC,2024-06-21,,2848
,2024-06-23,180,3039
London,2024-06-23,60,3976
Bangalore,2024-06-25,60,675
London,2024-06-29,30,3191
Berlin,2024-06-12,15,345
Berlin,2024-06-27,15,4385
NYC,2024-07-26,15,592
Berlin,2024-06-01,30,568
Berlin,2024-06-05,15,3165
London,2024-06-22,60,202
,2024-07-12,60,4577
,2024-06-08,30,4758
Berlin,2024-06-17,15,385
,2024-06-23,30,1715
,2024-07-09,30,1944
Bangalore,2024-06-30,60,2644
,2024-06-24,30,4253
,2024-06-28,15,4658
Bangalore,2024-07-03,5,2813
London,2024-07-19,5,1919
NYC,2024-07-11,15,2205
NYC,2024-06-05,5,4170
London,2024-06-20,15,4521
Bangalore,2024-07-27,5,1243
London,2024-06-17,180,2167
London,2024-07-28,15,1377
London,2024-06-04,30,4475
NYC,2024-06-28,30,1682
NYC,2024-06-16,5,1630
Berlin,2024-06-17,5,1193
,2024-07-07,15,1620
Bangalore,2024-07-10,5,1473
London,2024-07-26,5,1043
,2024-07-05,60,2914
London,2024-07-01,30,749
,2024-07-26,60,292
NYC,2024-07-15,15,4129
,2024-07-12,60,2315
,2024-06-24,15,4213
Berlin,2024-06-02,15,1435
London,2024-06-14,30,3073
Bangalore,2024-07-03,30,3225
Berlin,2024-06-14,15,4718
NYC,2024-06-24,15,1613
Berlin,2024-06-15,30,3910
,2024-06-28,60,2670
Berlin,2024-07-21,5,82
London,2024-06-23,30,1668
,2024-06-30,30,1772
London,2024-07-11,5,2050
Berlin,2024-06-03,5,1897
NYC,2024-07-24,5,2491
NYC,2024-07-10,30,3017
Berlin,2024-07-14,5,1972
London,2024-06-28,30,3161
Bangalore,2024-06-16,5,1613
,2024-06-10,5,2867
NYC,2024-06-03,5,2320
London,2024-07-07,5,4858
,2024-07-15,60,1538
Bangalore,2024-07-07,60,3148
NYC,2024-07-05,30,3948
,2024-07-15,5,4467
Berlin,2024-07-08,15,2524
NYC,2024-07-27,5,2256
Bangalore,2024-06-26,15,3226
NYC,2024-06-24,60,3167
,2024-06-10,5,1762
London,2024-06-18,15,1609
Bangalore,2024-07-13,180,4076
,2024-06-03,15,3925
Berlin,2024-06-01,30,388
Bangalore,2024-06-04,30,4064
,2024-07-03,30,1283
Berlin,2024-06-10,60,2805
Berlin,2024-07-21,15,2593
,2024-07-27,15,4150
Bangalore,2024-07-19,5,4683
,2024-07-25,15,853
NYC,2024-07-24,5,1800
,2024-07-25,15,3899
NYC,2024-07-06,5,3715
Bangalore,2024-07-19,5,1720
NYC,2024-07-07,30,3659
NYC,2024-07-21,15,3927
London,2024-07-24,15,3068
Bangalore,2024-07-07,60,4199
Berlin,2024-07-21,60,4467
London,2024-06-22,60,2672
London,2024-06-02,15,301
London,2024-07-20,30,1104
Bangalore,2024-06-07,15,3917
London,2024-07-01,5,1496
London,2024-06-19,15,1799
Bangalore,2024-06-15,5,4737
London,2024-06-05,15,3079
Bangalore,2024-07-29,30,3262
,2024-07-12,30,2186
NYC,2024-06-19,15,607
,2024-06-09,15,2381
,2024-07-14,15,3431
Bangalore,2024-06-23,5,3217
London,2024-06-14,30,3101
London,2024-06-09,15,2196
NYC,2024-06-03,15,3094
NYC,2024-06-27,15,4562
London,2024-06-23,5,1029
,2024-06-20,5,3801
Bangalore,2024-07-06,30,4635
,2024-06-06,15,4989
Berlin,2024-06-18,60,2489
Bangalore,2024-06-13,60,2833
NYC,2024-06-03,60,1833
Berlin,2024-07-10,60,2519
,2024-07-12,5,2187
Bangalore,2024-06-29,180,138
Berlin,2024-06-13,15,3430
Bangalore,2024-06-30,5,276
,2024-06-25,15,235
Bangalore,2024-07-16,5,591
Berlin,2024-07-21,15,2762
Berlin,2024-06-21,15,4764
Berlin,2024-06-30,15,4165
,2024-07-02,30,813
Bangalore,2024-07-11,30,2448
Bangalore,2024-07-11,30,78
Bangalore,2024-06-03,60,1492
London,2024-07-27,15,2293
Bangalore,2024-06-09,30,4165
,2024-07-03,5,1621
Bangalore,2024-07-09,15,4407
London,2024-06-08,30,4524
,2024-06-19,30,2510
Berlin,2024-07-06,15,479
NYC,2024-07-16,15,397
NYC,2024-07-17,15,4224
,2024-06-05,30,86
London,2024-06-20,15,4366
,2024-07-05,60,882
,2024-06-27,60,3537
London,2024-07-05,60,599
London,2024-07-29,5,250
London,2024-07-27,30,2837
London,2024-06-28,15,761
,2024-07-01,15,3167
Bangalore,2024-06-30,15,995
London,2024-07-13,5,1897
,2024-07-12,15,833
,2024-06-25,5,2996
Berlin,2024-06-24,5,894
Berlin,2024-07-16,15,827
Bangalore,2024-07-25,15,1991
,2024-06-11,60,2292
Berlin,2024-07-08,5,987
Berlin,2024-06-10,5,1911
NYC,2024-06-12,60,3304
Berlin,2024-06-22,15,1815
Bangalore,2024-07-12,5,922
Bangalore,2024-07-27,15,1984
London,2024-07-23,15,646
Berlin,2024-06-02,60,2628
Berlin,2024-06-14,180,1976
,2024-06-01,60,691
Bangalore,2024-07-18,30,782
Berlin,2024-07-16,15,1000
London,2024-07-06,15,1747
London,2024-06-20,15,823
Berlin,2024-07-10,5,3052
NYC,2024-06-22,15,4500
London,2024-06-30,5,1836
Bangalore,2024-06-21,5,2557
Bangalore,2024-07-22,5,4765
Berlin,2024-07-24,15,782
Bangalore,2024-07-10,30,640
London,2024-07-05,30,4517
Berlin,2024-06-16,30,3957
NYC,2024-07-03,5,2514
NYC,2024-07-08,60,2562
Bangalore,2024-06-28,15,3695
Berlin,2024-06-15,15,2016
London,2024-07-27,30,2859
London,2024-07-30,60,305
NYC,2024-07-02,30,4784
Berlin,2024-06-07,15,3102
Berlin,2024-07-05,15,1410
NYC,2024-07-18,15,2797
NYC,2024-07-04,15,2737
London,2024-07-04,180,1008
NYC,2024-07-06,5,2432
Bangalore,2024-07-20,5,2108
London,2024-07-16,5,4546
Berlin,2024-07-04,30,4159
London,2024-07-21,5,4472
Berlin,2024-06-25,60,4886
Berlin,2024-07-29,15,2931
,2024-06-03,15,4358
London,2024-06-13,60,2531
London,2024-06-08,30,4748
Berlin,2024-07-18,30,2447
Berlin,2024-06-09,15,3355
NYC,2024-07-01,30,4686
,2024-07-08,15,2656
Berlin,2024-07-09,5,2109
NYC,2024-07-01,30,4446
London,2024-06-25,15,4647
Berlin,2024-07-21,60,95
Berlin,2024-07-27,15,1237
Berlin,2024-06-17,60,3231
Berlin,2024-07-28,5,855
London,2024-07-19,5,208
Berlin,2024-06-22,30,4697
London,2024-06-05,15,2593
Bangalore,2024-07-24,30,1559
Bangalore,2024-06-17,5,4616
London,2024-07-01,15,386
London,2024-07-22,60,4949
NYC,2024-06-26,30,376
,2024-06-21,5,2454
NYC,2024-07-07,5,2819
Berlin,2024-06-07,5,2805
Bangalore,2024-06-19,5,1955
Berlin,2024-07-27,30,689
,2024-07-01,15,4343
NYC,2024-06-02,60,3398
NYC,2024-06-30,15,2553
Berlin,2024-07-28,60,218
,2024-07-22,15,4364
NYC,2024-06-19,30,103
NYC,2024-07-28,15,388
NYC,2024-06-19,30,3278
London,2024-06-18,5,4368
Bangalore,2024-07-13,15,2211
NYC,2024-06-19,15,701
Berlin,2024-06-08,30,1975
London,2024-06-15,30,2055
NYC,2024-07-30,60,410
London,2024-06-12,15,2752
Bangalore,2024-06-22,5,783
,2024-07-16,15,3285
NYC,2024-06-14,60,3840
Berlin,2024-06-09,15,4769
London,2024-07-07,30,1350
London,2024-06-22,15,2149
London,2024-07-21,60,1803
London,2024-06-14,5,208
Berlin,2024-06-29,5,424
London,2024-06-06,15,3602
NYC,2024-06-14,15,2634
,2024-06-30,5,4084
Bangalore,2024-07-16,5,3286
London,2024-07-24,15,1131
,2024-06-18,60,2572
Bangalore,2024-07-11,15,1043
,2024-07-22,15,2909
Bangalore,2024-07-13,30,1360
London,2024-07-16,30,4542
Bangalore,2024-07-22,30,3053
Bangalore,2024-06-07,15,1143
NYC,2024-06-16,30,768
NYC,2024-07-21,5,792
Berlin,2024-06-08,30,2104
NYC,2024-06-08,60,4560
Bangalore,2024-07-22,30,2086
NYC,2024-07-28,60,4325
London,2024-06-06,30,1476
,2024-07-09,15,2752
,2024-07-02,15,1817
London,2024-06-26,15,2302
London,2024-07-30,30,4282
,2024-07-11,15,1374
,2024-06-01,30,4540
,2024-07-30,15,3162
Bangalore,2024-06-26,5,3406
Bangalore,2024-06-28,180,299
,2024-06-10,30,1398
Bangalore,2024-06-11,15,53
NYC,2024-06-07,5,2677
Bangalore,2024-06-11,15,4823
,2024-07-26,30,1899
Bangalore,2024-07-08,60,3944
,2024-07-16,15,1145
,2024-06-26,60,1557
,2024-07-24,60,4474
,2024-06-03,5,3088
,2024-07-23,30,4706
Bangalore,2024-06-16,15,4646
,2024-06-23,15,1240
Bangalore,2024-06-07,15,3831
Berlin,2024-06-20,15,4647
Berlin,2024-07-28,,3532
London,2024-06-12,5,1638
Bangalore,2024-06-03,30,3672
Bangalore,2024-06-28,60,1161
Berlin,2024-07-29,5,2843
NYC,2024-07-23,60,2449
,2024-06-11,15,3739
,2024-07-01,30,2393
NYC,2024-07-27,15,2962
,2024-06-06,5,1840
,2024-06-26,60,2794
,2024-07-10,15,1558
NYC,2024-07-15,60,4207
London,2024-06-11,60,4443
Berlin,2024-07-11,15,1254
London,2024-07-07,15,176
Bangalore,2024-07-05,15,1591
London,2024-07-25,30,3081
Berlin,2024-07-21,60,3522
Bangalore,2024-07-29,15,2802
,2024-07-26,30,3973
NYC,2024-06-10,60,401
London,2024-06-05,60,3109
London,2024-06-12,60,1134
Berlin,2024-06-06,180,3606
London,2024-06-23,30,2644
,2024-06-03,15,1667
NYC,2024-06-14,15,2195
London,2024-06-17,30,1155
Bangalore,2024-07-15,5,2451
Bangalore,2024-07-19,60,2956
NYC,2024-07-09,5,829
Bangalore,2024-07-07,15,1128
,2024-06-28,30,957
Berlin,2024-07-01,30,1493
,2024-06-05,5,1216
London,2024-07-28,5,4400
Berlin,2024-07-23,30,2833
NYC,2024-07-01,15,4074
Bangalore,2024-06-15,30,2595
Berlin,2024-07-10,5,666
Berlin,2024-06-06,15,119
Berlin,2024-07-13,30,1132
NYC,2024-06-10,15,2326
,2024-07-14,15,3410
NYC,2024-07-16,15,4496
,2024-07-01,15,305
Berlin,2024-07-10,30,4217
NYC,2024-07-22,5,1032
Berlin,2024-07-04,15,4525
Bangalore,2024-06-02,5,2583
Bangalore,2024-06-23,15,2645
London,2024-07-12,30,1785
London,2024-07-18,15,4321
NYC,2024-06-17,30,1753
,2024-06-15,30,2818
London,2024-07-01,60,1575
Bangalore,2024-07-09,15,3812
NYC,2024-06-01,15,3811
London,2024-06-08,15,3091
,2024-07-05,5,1078
NYC,2024-07-02,60,4868
,2024-07-28,,3907
,2024-06-11,5,1738
Berlin,2024-07-06,30,570
Berlin,2024-07-19,30,1149
,2024-06-21,15,2707
NYC,2024-06-13,15,4245
Bangalore,2024-06-07,30,1243
Berlin,2024-07-03,60,4172
,2024-06-08,60,2664
London,2024-07-11,30,4990
,2024-06-29,15,2057
London,2024-06-04,15,799
NYC,2024-07-25,30,4574
NYC,2024-06-16,60,3948
,2024-06-20,5,1294
Berlin,2024-06-20,5,649
London,2024-06-05,15,2482
London,2024-07-04,15,4167
London,2024-06-06,30,1045
NYC,2024-06-23,180,2933
London,2024-07-30,15,1909
London,2024-06-26,5,2317
London,2024-06-13,60,3131
London,2024-06-02,180,513
Bangalore,2024-07-25,5,280
Berlin,2024-07-03,5,3769
Berlin,2024-07-25,5,4334
Berlin,2024-07-16,60,3490
London,2024-06-03,15,4383
Bangalore,2024-07-19,5,805
Bangalore,2024-06-17,5,2078
NYC,2024-07-08,30,881
NYC,2024-07-18,15,4788
Berlin,2024-06-04,5,134
London,2024-07-10,5,4356
NYC,2024-06-06,5,3247
Bangalore,2024-06-21,5,1616
NYC,2024-07-10,5,4622
Berlin,2024-07-08,15,2931
NYC,2024-06-19,15,4110
,2024-07-21,5,3915
Bangalore,2024-06-21,15,3063
NYC,2024-07-29,15,4930
Berlin,2024-06-08,15,584
London,2024-06-10,60,522
Berlin,2024-07-13,15,3300
London,2024-06-17,5,2899
,2024-07-10,5,4146
,2024-07-06,30,3303
NYC,2024-06-02,5,3127
,2024-07-20,15,3881
,2024-07-07,15,1633
,2024-07-12,5,1524
London,2024-06-18,60,4104
NYC,2024-07-12,5,4100
Berlin,2024-06-30,60,726
Berlin,2024-06-07,60,1577
NYC,2024-07-24,5,1759
,2024-06-29,5,1180
