hospital_id,reporting_year,total_discharges,readmissions
234,2022,140.0,152
240,2024,62.0,152
259,2024,124.0,101
222,2024,422.0,192
220,2024,378.0,121
242,2023,238.0,36
253,2024,59.0,121
251,2023,499.0,12
220,2024,201.0,81
223,2023,404.0,142
236,2024,467.0,133
257,2024,483.0,38
217,2022,380.0,140
255,2023,165.0,75
243,2024,178.0,121
218,2023,54.0,73
204,2022,460.0,122
243,2023,56.0,153
226,2024,291.0,154
205,2022,150.0,21
248,2024,279.0,96
213,2022,306.0,106
202,2022,337.0,79
200,2023,194.0,192
230,2024,323.0,42
254,2024,117.0,170
244,2022,98.0,64
249,2024,318.0,10
209,2022,118.0,125
254,2023,455.0,85
259,2022,459.0,92
230,2024,373.0,33
250,2022,136.0,66
250,2024,182.0,57
216,2023,442.0,10
238,2023,126.0,49
259,2022,111.0,109
239,2023,122.0,100
247,2023,117.0,199
215,2022,267.0,9
226,2024,127.0,101
215,2022,295.0,7
251,2022,307.0,191
240,2024,144.0,157
244,2023,227.0,163
203,2022,356.0,29
241,2022,51.0,183
252,2024,474.0,94
226,2022,369.0,104
253,2024,221.0,196
208,2022,101.0,146
224,2022,86.0,48
223,2024,115.0,76
257,2024,141.0,112
227,2022,233.0,189
217,2024,328.0,188
243,2022,248.0,152
225,2024,216.0,138
209,2023,281.0,29
248,2023,421.0,70
243,2023,135.0,193
233,2023,365.0,34
245,2022,361.0,170
237,2022,425.0,194
210,2023,469.0,178
213,2023,434.0,45
254,2023,403.0,189
245,2024,309.0,189
237,2022,90.0,31
200,2023,148.0,144
216,2023,486.0,178
248,2022,208.0,155
216,2023,466.0,84
209,2023,438.0,50
229,2022,476.0,18
241,2022,284.0,96
245,2024,444.0,184
232,2022,81.0,74
201,2023,416.0,134
249,2022,434.0,135
219,2022,92.0,157
231,2023,311.0,6
202,2022,141.0,57
235,2024,258.0,85
204,2022,419.0,26
219,2022,316.0,39
202,2023,218.0,99
202,2024,332.0,108
235,2024,238.0,163
205,2022,125.0,18
238,2024,62.0,124
235,2023,400.0,90
223,2022,84.0,183
246,2024,74.0,69
237,2023,341.0,79
236,2023,198.0,23
207,2023,161.0,151
237,2022,360.0,157
248,2023,85.0,166
215,2023,461.0,172
242,2022,204.0,98
200,2022,445.0,176
213,2023,251.0,162
244,2022,75.0,147
209,2024,222.0,35
209,2022,439.0,113
221,2023,57.0,146
239,2022,380.0,167
240,2022,174.0,108
230,2023,450.0,88
203,2023,471.0,113
242,2022,288.0,21
222,2024,254.0,192
240,2024,218.0,150
211,2023,448.0,151
244,2024,132.0,38
207,2022,132.0,86
259,2023,123.0,37
244,2022,333.0,126
223,2024,202.0,174
200,2024,384.0,134
225,2024,212.0,102
221,2023,385.0,171
242,2024,86.0,168
224,2023,204.0,106
230,2023,310.0,169
255,2023,492.0,73
233,2023,137.0,47
236,2023,243.0,121
210,2023,409.0,71
203,2024,418.0,149
207,2023,294.0,190
256,2022,106.0,184
243,2022,238.0,81
234,2022,176.0,183
224,2024,423.0,161
230,2023,365.0,22
248,2024,497.0,27
222,2024,81.0,168
239,2023,449.0,9
237,2024,414.0,51
203,2023,414.0,106
235,2023,349.0,55
206,2023,264.0,150
209,2022,395.0,137
205,2023,171.0,192
230,2023,374.0,28
203,2024,238.0,173
220,2022,376.0,40
241,2024,211.0,196
219,2024,291.0,43
216,2022,169.0,28
251,2024,135.0,115
205,2024,326.0,49
210,2023,452.0,19
217,2022,101.0,190
254,2022,169.0,7
208,2022,475.0,192
211,2024,88.0,99
230,2024,350.0,43
230,2022,394.0,15
242,2024,446.0,68
257,2022,220.0,177
249,2024,388.0,114
254,2022,423.0,124
233,2022,248.0,140
215,2024,243.0,192
240,2022,157.0,71
247,2022,478.0,128
211,2023,181.0,19
248,2022,434.0,102
212,2022,293.0,114
235,2023,160.0,152
212,2022,433.0,28
243,2022,109.0,194
201,2023,355.0,17
248,2024,392.0,116
214,2022,352.0,87
212,2024,66.0,184
233,2022,391.0,180
225,2022,212.0,69
205,2024,57.0,91
220,2023,105.0,61
243,2023,237.0,51
232,2022,232.0,77
214,2023,312.0,153
234,2022,114.0,198
227,2022,330.0,10
241,2024,73.0,20
205,2024,163.0,196
236,2023,146.0,158
253,2024,145.0,44
239,2022,398.0,108
205,2023,114.0,191
210,2024,352.0,26
213,2023,185.0,161
220,2023,222.0,49
258,2022,462.0,99
219,2023,80.0,126
204,2022,362.0,196
244,2022,184.0,153
258,2023,208.0,47
208,2024,158.0,179
229,2024,291.0,126
241,2023,237.0,83
242,2022,233.0,77
237,2022,209.0,132
252,2023,143.0,139
258,2023,366.0,12
226,2024,238.0,90
255,2022,125.0,15
204,2022,404.0,178
204,2023,497.0,181
247,2022,315.0,67
255,2023,459.0,140
256,2022,118.0,145
239,2024,136.0,75
214,2022,378.0,146
246,2023,146.0,80
208,2023,303.0,41
246,2022,342.0,198
224,2024,463.0,148
207,2024,402.0,180
213,2024,51.0,0
238,2023,347.0,141
231,2023,245.0,130
230,2024,399.0,95
222,2022,468.0,8
243,2022,187.0,10
200,2022,80.0,150
246,2022,256.0,157
230,2023,55.0,174
206,2024,114.0,118
214,2024,298.0,4
241,2022,251.0,29
205,2024,435.0,67
215,2023,442.0,90
213,2022,130.0,156
243,2024,385.0,172
216,2023,499.0,101
209,2024,385.0,134
228,2023,404.0,143
241,2024,108.0,71
207,2024,426.0,88
256,2023,269.0,168
210,2024,292.0,188
258,2022,190.0,178
217,2024,311.0,54
244,2024,458.0,191
219,2023,496.0,178
215,2022,236.0,20
226,2024,280.0,106
222,2024,139.0,185
213,2024,413.0,79
211,2024,479.0,174
244,2023,295.0,138
226,2024,448.0,188
212,2023,371.0,199
215,2022,391.0,98
232,2023,91.0,109
223,2022,194.0,133
211,2022,432.0,155
208,2022,72.0,169
212,2024,192.0,179
244,2023,471.0,10
207,2022,105.0,197
249,2023,467.0,167
255,2022,271.0,157
255,2022,114.0,183
217,2022,410.0,76
226,2024,385.0,98
240,2023,266.0,133
232,2024,161.0,48
206,2023,299.0,160
212,2022,136.0,138
214,2023,339.0,64
233,2023,449.0,154
255,2023,406.0,157
239,2024,483.0,173
219,2022,161.0,25
255,2023,290.0,155
236,2023,475.0,104
240,2023,495.0,159
216,2022,317.0,11
228,2023,136.0,118
220,2023,121.0,85
213,2022,276.0,143
228,2024,177.0,70
240,2023,129.0,179
246,2023,133.0,99
221,2022,77.0,129
251,2023,463.0,93
232,2022,355.0,155
212,2024,450.0,189
241,2022,187.0,156
230,2023,400.0,121
211,2022,60.0,104
231,2022,224.0,55
245,2022,185.0,24
205,2022,80.0,92
210,2024,406.0,40
222,2022,214.0,132
206,2022,210.0,189
256,2023,186.0,116
219,2023,223.0,189
203,2022,436.0,118
220,2022,318.0,123
243,2024,293.0,104
229,2023,461.0,132
224,2024,101.0,67
230,2022,238.0,164
201,2024,457.0,125
219,2024,59.0,67
245,2023,219.0,31
240,2023,214.0,13
253,2023,64.0,89
213,2023,411.0,190
237,2022,205.0,123
222,2023,214.0,199
204,2022,242.0,29
251,2023,446.0,170
258,2022,364.0,180
218,2024,105.0,52
249,2023,335.0,28
206,2023,293.0,155
220,2024,113.0,123
232,2023,372.0,77
219,2022,325.0,198
208,2024,295.0,176
230,2023,148.0,122
207,2023,332.0,89
210,2022,417.0,163
206,2023,189.0,126
220,2022,158.0,26
248,2023,292.0,184
227,2024,90.0,155
252,2022,257.0,109
214,2022,273.0,157
207,2023,100.0,43
251,2022,402.0,170
211,2022,129.0,54
204,2024,78.0,87
207,2022,396.0,192
236,2024,272.0,104
213,2022,100.0,154
203,2024,364.0,128
226,2024,137.0,9
214,2024,433.0,125
219,2024,208.0,42
221,2024,186.0,68
241,2023,158.0,136
248,2022,335.0,66
235,2023,139.0,28
229,2022,345.0,1
232,2022,56.0,81
227,2024,492.0,123
237,2022,188.0,13
239,2023,52.0,61
203,2022,437.0,54
255,2022,302.0,28
213,2023,274.0,4
201,2023,69.0,119
236,2023,310.0,196
246,2024,211.0,193
218,2024,191.0,38
213,2022,446.0,150
206,2022,494.0,15
208,2024,482.0,149
232,2023,94.0,156
223,2023,358.0,196
251,2023,329.0,139
241,2024,271.0,12
242,2023,240.0,121
220,2022,58.0,125
243,2024,240.0,135
200,2023,361.0,109
220,2022,382.0,151
256,2022,382.0,36
239,2023,248.0,90
223,2024,433.0,163
237,2024,252.0,72
243,2023,177.0,14
240,2024,162.0,58
203,2022,91.0,4
205,2023,50.0,14
202,2024,113.0,99
233,2024,269.0,145
224,2024,121.0,132
252,2023,64.0,85
226,2023,374.0,144
217,2022,455.0,149
204,2023,453.0,84
253,2023,350.0,109
223,2024,138.0,191
231,2024,129.0,155
220,2023,217.0,80
243,2024,479.0,82
233,2024,140.0,12
228,2023,112.0,44
254,2023,398.0,33
204,2024,445.0,181
258,2022,229.0,32
249,2022,312.0,110
227,2023,265.0,143
205,2022,360.0,42
210,2024,438.0,188
238,2024,96.0,93
247,2023,402.0,130
207,2022,215.0,90
234,2024,409.0,58
210,2024,348.0,127
219,2022,247.0,147
259,2024,185.0,117
253,2024,391.0,159
250,2022,227.0,148
242,2022,423.0,45
221,2023,127.0,196
240,2022,442.0,119
211,2023,190.0,121
247,2022,355.0,129
204,2023,145.0,198
233,2024,383.0,105
241,2023,212.0,179
233,2023,74.0,0
229,2024,494.0,79
258,2022,80.0,104
222,2022,296.0,155
235,2023,98.0,111
256,2022,220.0,188
224,2023,350.0,83
247,2024,165.0,153
205,2022,261.0,78
241,2022,406.0,126
228,2022,56.0,93
220,2024,251.0,11
206,2023,183.0,126
236,2023,266.0,129
244,2024,355.0,90
240,2023,350.0,119
208,2023,231.0,20
254,2024,173.0,54
246,2022,194.0,143
235,2023,391.0,36
200,2024,392.0,172
230,2023,462.0,85
219,2022,241.0,38
227,2022,148.0,168
245,2022,169.0,21
218,2022,408.0,48
200,2022,165.0,144
228,2022,453.0,153
209,2022,331.0,100
235,2022,462.0,37
222,2023,312.0,165
217,2024,432.0,40
228,2024,211.0,124
227,2023,54.0,105
243,2024,254.0,66
206,2024,439.0,115
230,2022,338.0,72
237,2023,220.0,64
240,2022,492.0,183
258,2022,338.0,146
201,2022,260.0,13
214,2023,410.0,113
221,2023,238.0,65
244,2023,195.0,198
210,2022,191.0,165
253,2023,454.0,42
253,2022,472.0,120
218,2024,467.0,137
205,2022,208.0,88
208,2024,130.0,124
243,2024,184.0,21
228,2023,390.0,74
242,2022,120.0,63
202,2023,178.0,103
249,2023,391.0,44
255,2024,327.0,17
244,2024,136.0,68
212,2022,141.0,10
246,2024,240.0,154
250,2022,281.0,116
246,2022,495.0,26
259,2023,305.0,187
214,2024,95.0,163
204,2023,106.0,184
204,2024,271.0,12
201,2024,222.0,110
249,2023,251.0,155
237,2022,381.0,65
249,2023,62.0,6
229,2024,342.0,95
253,2023,143.0,197
259,2023,191.0,146
227,2024,342.0,14
238,2024,300.0,86
231,2022,152.0,87
219,2024,396.0,45
257,2024,319.0,111
219,2024,499.0,51
228,2024,243.0,23
234,2024,210.0,53
231,2022,435.0,180
216,2024,305.0,55
251,2023,230.0,21
250,2023,138.0,197
207,2024,104.0,174
220,2023,222.0,3
222,2022,342.0,161
250,2023,204.0,178
250,2022,267.0,26
226,2022,229.0,149
205,2023,391.0,181
257,2023,176.0,143
251,2024,421.0,95
207,2024,224.0,56
234,2024,107.0,196
204,2023,184.0,58
232,2022,190.0,40
200,2022,97.0,160
223,2024,420.0,172
231,2022,205.0,98
254,2023,478.0,68
232,2023,233.0,150
237,2022,265.0,173
201,2023,212.0,100
243,2022,174.0,126
216,2024,360.0,31
209,2023,402.0,51
236,2023,470.0,116
236,2024,186.0,32
201,2022,419.0,196
211,2023,436.0,184
236,2023,165.0,162
229,2022,179.0,181
214,2024,491.0,110
222,2023,327.0,57
251,2024,262.0,69
217,2022,329.0,117
230,2022,255.0,97
252,2024,359.0,55
258,2022,274.0,3
237,2024,450.0,65
228,2023,235.0,136
255,2024,235.0,93
213,2024,454.0,125
256,2024,382.0,146
242,2023,112.0,62
257,2022,240.0,187
239,2023,413.0,178
222,2024,420.0,72
224,2023,349.0,132
240,2022,473.0,143
237,2023,124.0,134
227,2024,243.0,1
234,2023,278.0,77
229,2023,397.0,158
259,2024,167.0,85
226,2024,244.0,160
207,2022,479.0,39
247,2023,201.0,126
218,2022,377.0,186
200,2024,247.0,82
244,2024,484.0,133
243,2022,148.0,173
219,2022,169.0,39
229,2023,303.0,170
256,2022,254.0,109
228,2023,411.0,11
207,2024,437.0,89
213,2024,427.0,3
237,2023,303.0,114
202,2023,208.0,58
202,2024,498.0,48
254,2023,335.0,4
213,2022,89.0,124
220,2023,287.0,93
234,2024,166.0,151
259,2023,428.0,109
243,2022,63.0,102
243,2023,93.0,162
248,2023,269.0,132
242,2023,211.0,4
240,2024,216.0,199
226,2023,181.0,54
227,2022,265.0,192
227,2024,460.0,193
204,2023,347.0,6
242,2024,188.0,14
238,2023,423.0,77
209,2024,392.0,171
208,2023,155.0,156
219,2022,337.0,113
228,2024,172.0,1
246,2023,355.0,185
228,2023,102.0,70
227,2023,181.0,9
210,2024,196.0,54
220,2024,376.0,89
234,2023,82.0,169
222,2023,127.0,197
228,2023,430.0,195
214,2024,382.0,199
216,2022,172.0,12
223,2022,132.0,164
234,2023,104.0,135
219,2024,58.0,39
257,2023,239.0,92
235,2023,367.0,90
210,2024,420.0,136
254,2022,97.0,124
229,2024,298.0,187
259,2023,395.0,86
238,2022,117.0,137
219,2024,353.0,198
221,2022,397.0,76
223,2024,460.0,149
257,2024,420.0,183
213,2022,360.0,173
235,2022,221.0,145
212,2023,376.0,72
200,2023,485.0,85
254,2022,362.0,116
249,2023,442.0,118
226,2023,403.0,58
212,2024,313.0,60
234,2023,233.0,179
207,2024,59.0,8
217,2023,242.0,62
233,2022,419.0,191
251,2024,305.0,13
205,2023,94.0,75
257,2022,216.0,16
226,2024,351.0,16
217,2023,280.0,50
256,2022,322.0,183
259,2024,131.0,151
249,2023,275.0,76
208,2023,177.0,112
214,2024,420.0,35
222,2022,372.0,61
258,2024,381.0,17
202,2022,239.0,123
256,2022,117.0,54
208,2024,213.0,105
221,2022,58.0,122
249,2023,212.0,123
222,2024,266.0,169
219,2022,101.0,64
251,2023,167.0,13
206,2022,395.0,9
252,2024,150.0,123
216,2023,161.0,4
202,2022,396.0,149
206,2024,461.0,92
212,2022,363.0,112
240,2024,201.0,94
240,2023,108.0,164
222,2024,86.0,160
236,2023,153.0,102
203,2022,285.0,96
208,2022,87.0,9
205,2023,458.0,191
241,2022,64.0,185
217,2023,193.0,190
234,2022,360.0,162
222,2022,299.0,122
230,2024,437.0,48
219,2024,331.0,155
206,2024,288.0,54
211,2023,344.0,136
259,2024,490.0,172
236,2024,432.0,154
248,2024,433.0,159
257,2022,96.0,168
250,2023,481.0,121
256,2024,141.0,148
203,2024,226.0,75
211,2024,214.0,6
252,2022,87.0,21
214,2023,149.0,95
201,2024,111.0,181
257,2024,110.0,66
246,2024,251.0,75
210,2022,167.0,185
255,2022,57.0,85
232,2024,343.0,191
213,2022,155.0,169
226,2023,341.0,52
203,2024,105.0,27
237,2023,94.0,57
239,2023,355.0,4
219,2023,69.0,93
201,2022,496.0,182
203,2022,232.0,59
248,2023,467.0,44
223,2022,151.0,120
208,2022,412.0,147
218,2024,397.0,104
207,2024,337.0,136
240,2024,253.0,6
227,2024,250.0,134
212,2023,92.0,96
207,2022,384.0,49
213,2023,446.0,107
249,2024,51.0,13
249,2024,494.0,98
209,2022,261.0,34
219,2022,447.0,190
200,2022,219.0,18
211,2024,192.0,72
234,2022,142.0,58
219,2022,171.0,81
211,2024,262.0,63
249,2023,443.0,192
211,2023,489.0,16
238,2024,422.0,11
228,2023,305.0,54
257,2024,486.0,145
202,2023,299.0,193
206,2022,154.0,151
222,2023,363.0,131
212,2024,279.0,86
210,2024,404.0,3
224,2023,423.0,20
251,2024,299.0,26
219,2023,157.0,10
248,2024,111.0,189
246,2022,106.0,63
226,2023,300.0,87
205,2023,496.0,154
205,2022,181.0,122
238,2024,127.0,191
240,2023,409.0,35
257,2022,401.0,90
257,2024,428.0,61
257,2022,467.0,174
208,2022,337.0,127
220,2023,383.0,65
217,2024,211.0,40
200,2023,345.0,172
249,2024,84.0,78
249,2024,64.0,23
211,2022,356.0,146
200,2022,69.0,198
227,2023,342.0,80
223,2024,87.0,67
218,2022,198.0,39
257,2024,265.0,93
213,2022,59.0,191
213,2022,149.0,179
225,2023,487.0,170
215,2024,442.0,104
259,2022,263.0,189
223,2024,475.0,182
231,2024,150.0,169
205,2024,449.0,186
248,2022,412.0,47
244,2024,329.0,45
229,2023,53.0,52
222,2023,477.0,119
218,2022,167.0,63
224,2023,200.0,19
224,2023,91.0,125
251,2022,425.0,156
201,2024,499.0,122
209,2022,397.0,53
240,2022,166.0,180
252,2023,68.0,82
226,2022,453.0,135
243,2024,461.0,19
207,2022,411.0,192
240,2022,73.0,57
242,2024,285.0,64
232,2022,307.0,162
242,2024,56.0,135
218,2024,173.0,135
254,2023,50.0,193
229,2022,444.0,27
233,2024,228.0,94
213,2022,237.0,171
235,2023,208.0,15
219,2023,79.0,63
222,2023,126.0,164
214,2024,457.0,123
201,2023,67.0,32
223,2022,235.0,7
223,2022,322.0,33
230,2024,351.0,140
215,2022,161.0,15
253,2024,68.0,35
203,2023,61.0,181
233,2024,267.0,102
214,2024,387.0,80
218,2022,445.0,38
218,2022,355.0,118
247,2023,499.0,180
243,2022,453.0,33
234,2022,55.0,17
219,2022,434.0,40
246,2022,440.0,106
238,2022,401.0,35
240,2023,360.0,4
257,2023,173.0,27
228,2023,414.0,176
214,2023,410.0,196
219,2023,64.0,67
231,2022,400.0,130
212,2024,457.0,160
206,2023,334.0,56
257,2024,387.0,179
253,2023,248.0,66
215,2024,339.0,199
209,2022,142.0,22
256,2022,86.0,69
255,2022,475.0,26
201,2024,241.0,85
250,2023,144.0,161
237,2022,452.0,192
252,2024,456.0,35
217,2023,120.0,90
233,2022,55.0,8
220,2023,296.0,107
220,2023,404.0,24
200,2022,104.0,77
214,2022,344.0,145
209,2023,330.0,26
258,2022,147.0,8
234,2022,132.0,183
224,2022,309.0,114
231,2024,265.0,46
230,2022,338.0,81
209,2022,284.0,176
202,2023,371.0,141
221,2023,435.0,73
237,2022,447.0,83
201,2023,227.0,21
222,2024,316.0,186
256,2022,83.0,161
240,2023,296.0,47
239,2023,471.0,101
252,2022,269.0,196
223,2023,472.0,29
231,2023,199.0,0
256,2023,347.0,25
232,2022,279.0,198
248,2022,293.0,6
226,2023,490.0,108
212,2023,255.0,4
236,2023,215.0,83
238,2022,314.0,113
228,2023,304.0,191
240,2023,393.0,91
224,2023,78.0,22
245,2024,475.0,135
218,2024,365.0,174
200,2023,472.0,168
234,2023,396.0,175
215,2024,365.0,69
207,2023,486.0,76
206,2023,175.0,193
220,2022,381.0,176
210,2024,185.0,129
225,2024,155.0,62
259,2024,154.0,140
214,2022,198.0,160
256,2022,233.0,118
244,2024,225.0,24
251,2022,352.0,111
205,2022,314.0,103
259,2022,127.0,81
236,2023,434.0,28
253,2024,360.0,36
203,2023,336.0,74
218,2024,385.0,168
246,2022,140.0,110
220,2024,444.0,86
236,2024,371.0,86
242,2023,493.0,34
217,2023,80.0,2
241,2022,227.0,174
247,2022,365.0,189
235,2023,367.0,17
250,2024,216.0,56
254,2024,436.0,179
236,2022,417.0,72
214,2022,491.0,47
237,2022,117.0,19
258,2024,79.0,108
254,2024,116.0,139
201,2022,117.0,160
241,2024,235.0,126
251,2024,126.0,197
230,2024,230.0,93
205,2024,63.0,69
218,2024,187.0,175
237,2024,327.0,22
257,2022,240.0,45
214,2022,110.0,134
232,2023,223.0,25
239,2022,342.0,194
225,2023,326.0,56
252,2024,436.0,24
229,2024,452.0,194
210,2024,337.0,123
245,2022,256.0,166
200,2024,303.0,67
213,2022,329.0,165
257,2022,379.0,172
209,2022,481.0,117
258,2024,401.0,63
216,2022,363.0,53
210,2023,473.0,198
241,2023,184.0,140
214,2024,95.0,177
211,2023,419.0,42
202,2022,175.0,134
221,2023,448.0,171
249,2024,262.0,191
255,2023,123.0,6
258,2023,136.0,9
225,2023,54.0,77
238,2022,290.0,196
242,2022,236.0,189
249,2023,299.0,146
248,2022,247.0,32
222,2023,71.0,61
215,2023,77.0,116
254,2023,487.0,77
202,2024,68.0,194
229,2024,162.0,134
257,2022,63.0,29
212,2024,225.0,123
207,2022,440.0,90
223,2023,256.0,35
204,2024,465.0,101
206,2023,199.0,117
250,2022,351.0,106
253,2023,390.0,99
250,2024,260.0,143
226,2022,190.0,80
211,2024,327.0,18
240,2024,187.0,162
254,2024,415.0,37
248,2024,93.0,185
255,2023,329.0,183
224,2022,492.0,62
241,2024,495.0,175
249,2024,121.0,65
232,2023,162.0,102
214,2024,232.0,190
230,2022,482.0,90
210,2024,280.0,186
235,2024,99.0,50
256,2024,452.0,192
205,2022,283.0,65
258,2024,107.0,116
244,2022,146.0,112
259,2022,225.0,51
225,2024,278.0,78
207,2023,398.0,117
238,2024,401.0,64
236,2023,121.0,197
236,2024,401.0,157
247,2023,445.0,171
229,2022,135.0,119
237,2022,453.0,63
215,2024,222.0,80
214,2024,75.0,39
237,2023,130.0,87
252,2023,411.0,58
207,2022,464.0,177
234,2023,131.0,114
208,2022,108.0,85
220,2022,180.0,14
240,2023,323.0,108
204,2024,389.0,20
218,2023,421.0,90
256,2024,454.0,15
247,2022,490.0,46
215,2022,295.0,67
217,2024,91.0,115
211,2022,367.0,87
215,2022,284.0,76
204,2023,79.0,4
202,2023,110.0,103
206,2022,341.0,160
251,2023,104.0,121
231,2022,309.0,108
230,2022,320.0,199
213,2024,161.0,55
223,2023,248.0,38
247,2023,145.0,82
232,2022,146.0,9
204,2024,362.0,166
207,2023,368.0,158
201,2023,382.0,77
253,2022,369.0,7
238,2023,194.0,131
237,2023,358.0,132
241,2022,217.0,163
234,2024,279.0,107
237,2023,119.0,5
254,2022,176.0,59
250,2022,99.0,101
259,2024,373.0,100
257,2024,320.0,104
233,2022,121.0,182
250,2022,467.0,121
259,2022,295.0,170
229,2023,292.0,20
248,2023,463.0,100
222,2023,457.0,187
203,2023,157.0,42
234,2024,57.0,181
213,2023,490.0,158
221,2022,419.0,74
229,2023,330.0,188
202,2024,254.0,79
259,2022,467.0,72
210,2023,330.0,114
209,2023,67.0,22
202,2022,122.0,102
240,2022,247.0,22
247,2022,63.0,51
249,2024,439.0,2
204,2024,152.0,176
257,2024,267.0,69
214,2022,341.0,147
257,2023,85.0,109
247,2022,252.0,29
249,2023,195.0,159
205,2023,64.0,69
203,2022,305.0,158
222,2024,394.0,143
244,2022,321.0,28
200,2023,125.0,21
255,2022,63.0,167
233,2022,96.0,155
214,2023,231.0,84
203,2022,107.0,135
226,2024,254.0,64
212,2024,280.0,157
254,2024,207.0,185
245,2023,351.0,1
246,2022,65.0,23
239,2022,178.0,176
231,2024,218.0,196
208,2023,270.0,11
236,2024,426.0,4
224,2024,332.0,13
256,2024,254.0,26
202,2024,111.0,65
238,2023,461.0,176
239,2023,453.0,44
215,2024,104.0,37
216,2023,356.0,194
226,2024,166.0,57
209,2024,118.0,99
252,2024,393.0,71
200,2024,250.0,65
250,2022,146.0,104
249,2022,467.0,105
228,2024,287.0,53
217,2024,460.0,156
251,2024,150.0,88
231,2022,146.0,3
236,2022,417.0,182
242,2024,343.0,137
232,2022,334.0,120
258,2022,340.0,43
221,2022,325.0,192
242,2023,196.0,130
210,2024,438.0,61
236,2022,330.0,93
228,2022,142.0,4
219,2023,331.0,43
221,2023,415.0,138
231,2023,484.0,72
249,2023,243.0,174
207,2023,238.0,13
221,2023,448.0,18
214,2023,177.0,12
234,2024,94.0,127
215,2023,311.0,20
251,2022,235.0,190
243,2022,434.0,38
228,2022,378.0,65
233,2022,92.0,29
219,2023,321.0,150
256,2024,63.0,191
251,2024,123.0,154
212,2023,68.0,128
255,2024,100.0,70
250,2023,441.0,193
212,2022,353.0,150
230,2023,189.0,94
220,2024,247.0,114
249,2024,340.0,156
229,2024,247.0,141
256,2023,55.0,59
247,2023,404.0,170
224,2023,285.0,4
229,2024,316.0,109
209,2024,300.0,32
206,2024,471.0,92
233,2022,396.0,69
203,2023,75.0,6
221,2023,461.0,172
256,2024,121.0,9
228,2024,138.0,72
253,2024,132.0,144
203,2024,355.0,133
200,2022,491.0,54
247,2024,75.0,128
222,2024,477.0,10
222,2024,320.0,106
205,2023,329.0,144
250,2023,382.0,56
204,2024,236.0,166
222,2023,362.0,143
237,2022,450.0,52
206,2022,130.0,90
204,2022,178.0,4
259,2022,188.0,101
232,2023,325.0,7
225,2023,80.0,185
258,2024,285.0,140
220,2022,148.0,2
233,2022,216.0,26
225,2023,496.0,49
209,2022,55.0,100
201,2023,404.0,53
219,2023,333.0,124
213,2022,484.0,55
253,2024,102.0,147
252,2023,165.0,96
206,2023,349.0,140
209,2022,114.0,115
230,2023,257.0,121
207,2024,290.0,49
257,2022,158.0,105
200,2023,317.0,87
228,2022,205.0,83
230,2024,305.0,26
207,2022,121.0,17
215,2024,272.0,155
245,2022,298.0,96
218,2024,159.0,185
225,2022,79.0,126
259,2022,468.0,31
209,2023,439.0,6
217,2022,407.0,142
201,2023,134.0,77
236,2024,79.0,162
228,2024,430.0,179
201,2022,385.0,39
251,2023,368.0,114
202,2023,313.0,49
223,2022,268.0,94
208,2023,177.0,89
242,2022,338.0,197
247,2022,348.0,154
259,2022,125.0,159
213,2023,348.0,11
245,2022,94.0,187
253,2024,283.0,110
251,2022,293.0,29
242,2023,487.0,151
210,2022,287.0,87
249,2022,164.0,3
242,2024,420.0,4
223,2024,498.0,131
213,2023,440.0,136
250,2022,213.0,118
217,2022,330.0,50
235,2024,262.0,167
212,2022,342.0,52
233,2023,170.0,97
218,2024,445.0,199
240,2024,465.0,95
254,2023,482.0,159
210,2022,471.0,176
248,2023,105.0,4
225,2024,129.0,31
204,2024,498.0,132
220,2023,413.0,64
208,2024,430.0,197
247,2022,331.0,152
211,2024,106.0,154
200,2023,447.0,109
248,2023,489.0,77
213,2024,375.0,111
225,2023,346.0,72
206,2023,100.0,27
254,2022,412.0,87
258,2024,61.0,190
215,2022,146.0,35
214,2023,482.0,100
255,2023,158.0,55
203,2022,306.0,161
229,2024,196.0,66
222,2023,243.0,20
221,2023,491.0,38
214,2023,392.0,164
216,2024,286.0,41
201,2022,121.0,163
207,2022,275.0,65
205,2024,175.0,16
238,2023,309.0,53
255,2023,441.0,104
227,2024,76.0,156
247,2023,75.0,152
204,2022,402.0,148
220,2022,348.0,18
249,2023,153.0,156
219,2024,414.0,130
242,2024,89.0,75
233,2023,227.0,54
206,2023,250.0,178
229,2023,251.0,89
229,2024,78.0,38
214,2024,390.0,158
226,2024,296.0,199
208,2023,166.0,162
226,2024,431.0,68
201,2024,475.0,123
235,2022,291.0,26
226,2023,323.0,153
246,2022,386.0,154
239,2024,296.0,12
224,2022,198.0,119
235,2022,367.0,22
239,2023,460.0,64
206,2022,145.0,113
212,2023,155.0,78
236,2022,270.0,76
219,2022,224.0,68
253,2024,75.0,89
221,2023,442.0,198
217,2024,140.0,112
250,2024,428.0,149
210,2023,445.0,123
205,2023,65.0,0
203,2023,352.0,142
202,2023,105.0,180
251,2024,371.0,93
205,2022,100.0,66
214,2022,332.0,197
202,2023,159.0,4
216,2024,115.0,195
229,2023,111.0,183
221,2022,120.0,24
201,2024,441.0,74
256,2023,215.0,61
215,2023,55.0,170
221,2023,169.0,141
248,2023,108.0,88
210,2023,324.0,112
235,2023,128.0,120
252,2022,489.0,179
211,2024,286.0,26
239,2024,205.0,51
234,2022,187.0,0
242,2024,222.0,45
244,2023,400.0,132
256,2024,242.0,61
240,2022,227.0,55
214,2022,465.0,191
